[Head]
Converter = SampleTxtConverter
Version = 1
[Item]
SampleID = Exp343.2
TestDate = 2025-06-04
Operator = 
Length = 85
Width = 20
Thickness = 0.117
So = 2.34
Lo = 100
Fm = 26.64
Rm = 11.3846153
Bf(kN/mm) = 1.332
Fb = -0.05
Rb = -0.0213675
Fy = /
Ry = 
E(GPa) = -0.1140599
Slope = -2.669003
[Curve]
[Specimen0]
Time	Load	Extension	Displacement
0.900	0.10	-0.0340	-0.0300
0.920	0.11	-0.0350	-0.0400
0.940	0.12	-0.0370	-0.0400
0.960	0.12	-0.0380	-0.0400
0.980	0.13	-0.0410	-0.0400
1.000	0.14	-0.0430	-0.0400
1.020	0.15	-0.0440	-0.0400
1.040	0.15	-0.0460	-0.0500
1.060	0.16	-0.0470	-0.0500
1.080	0.17	-0.0490	-0.0500
1.100	0.18	-0.0500	-0.0500
1.120	0.19	-0.0520	-0.0500
1.140	0.19	-0.0530	-0.0500
1.160	0.20	-0.0550	-0.0500
1.180	0.21	-0.0560	-0.0600
1.200	0.21	-0.0580	-0.0600
1.220	0.23	-0.0590	-0.0600
1.240	0.24	-0.0630	-0.0600
1.260	0.25	-0.0640	-0.0600
1.280	0.25	-0.0660	-0.0700
1.300	0.26	-0.0670	-0.0700
1.320	0.27	-0.0690	-0.0700
1.340	0.28	-0.0700	-0.0700
1.360	0.29	-0.0720	-0.0700
1.380	0.30	-0.0730	-0.0700
1.400	0.31	-0.0750	-0.0700
1.420	0.31	-0.0780	-0.0800
1.440	0.32	-0.0790	-0.0800
1.460	0.33	-0.0810	-0.0800
1.480	0.34	-0.0820	-0.0800
1.500	0.35	-0.0840	-0.0800
1.520	0.35	-0.0850	-0.0900
1.540	0.36	-0.0870	-0.0900
1.560	0.37	-0.0880	-0.0900
1.580	0.38	-0.0900	-0.0900
1.600	0.39	-0.0910	-0.0900
1.620	0.40	-0.0930	-0.0900
1.640	0.41	-0.0960	-0.1000
1.660	0.41	-0.0980	-0.1000
1.680	0.42	-0.0990	-0.1000
1.700	0.43	-0.1010	-0.1000
1.720	0.44	-0.1020	-0.1000
1.740	0.45	-0.1040	-0.1000
1.760	0.46	-0.1050	-0.1100
1.780	0.47	-0.1070	-0.1100
1.800	0.47	-0.1080	-0.1100
1.820	0.48	-0.1110	-0.1100
1.840	0.49	-0.1130	-0.1100
1.860	0.50	-0.1140	-0.1100
1.880	0.51	-0.1160	-0.1200
1.900	0.52	-0.1170	-0.1200
1.920	0.53	-0.1190	-0.1200
1.940	0.54	-0.1200	-0.1200
1.960	0.55	-0.1220	-0.1200
1.980	0.56	-0.1230	-0.1200
2.000	0.57	-0.1250	-0.1300
2.020	0.57	-0.1270	-0.1300
2.040	0.58	-0.1300	-0.1300
2.060	0.59	-0.1310	-0.1300
2.080	0.60	-0.1330	-0.1300
2.100	0.61	-0.1340	-0.1300
2.120	0.61	-0.1360	-0.1400
2.140	0.62	-0.1370	-0.1400
2.160	0.63	-0.1390	-0.1400
2.180	0.64	-0.1400	-0.1400
2.200	0.65	-0.1420	-0.1400
2.220	0.66	-0.1430	-0.1400
2.240	0.67	-0.1450	-0.1400
2.260	0.68	-0.1480	-0.1500
2.280	0.69	-0.1490	-0.1500
2.300	0.70	-0.1510	-0.1500
2.320	0.71	-0.1520	-0.1500
2.340	0.72	-0.1540	-0.1500
2.360	0.73	-0.1550	-0.1600
2.380	0.74	-0.1570	-0.1600
2.400	0.74	-0.1590	-0.1600
2.420	0.75	-0.1600	-0.1600
2.440	0.76	-0.1620	-0.1600
2.460	0.77	-0.1650	-0.1600
2.480	0.78	-0.1660	-0.1700
2.500	0.79	-0.1680	-0.1700
2.520	0.80	-0.1690	-0.1700
2.540	0.81	-0.1710	-0.1700
2.560	0.82	-0.1720	-0.1700
2.580	0.83	-0.1740	-0.1700
2.600	0.84	-0.1750	-0.1800
2.620	0.84	-0.1770	-0.1800
2.640	0.85	-0.1780	-0.1800
2.660	0.87	-0.1810	-0.1800
2.680	0.88	-0.1830	-0.1800
2.700	0.88	-0.1840	-0.1800
2.720	0.89	-0.1860	-0.1900
2.740	0.90	-0.1880	-0.1900
2.760	0.91	-0.1890	-0.1900
2.780	0.92	-0.1910	-0.1900
2.800	0.93	-0.1920	-0.1900
2.820	0.94	-0.1940	-0.1900
2.840	0.95	-0.1950	-0.2000
2.860	0.96	-0.1970	-0.2000
2.880	0.97	-0.2000	-0.2000
2.900	0.97	-0.2010	-0.2000
2.920	0.98	-0.2030	-0.2000
2.940	0.99	-0.2040	-0.2000
2.960	1.00	-0.2060	-0.2100
2.980	1.01	-0.2070	-0.2100
3.000	1.02	-0.2090	-0.2100
3.020	1.03	-0.2100	-0.2100
3.040	1.04	-0.2120	-0.2100
3.060	1.05	-0.2130	-0.2100
3.080	1.06	-0.2150	-0.2100
3.100	1.06	-0.2180	-0.2200
3.120	1.07	-0.2200	-0.2200
3.140	1.09	-0.2210	-0.2200
3.160	1.09	-0.2230	-0.2200
3.180	1.10	-0.2240	-0.2200
3.200	1.11	-0.2260	-0.2300
3.220	1.12	-0.2270	-0.2300
3.240	1.13	-0.2290	-0.2300
3.260	1.14	-0.2300	-0.2300
3.280	1.15	-0.2320	-0.2300
3.300	1.16	-0.2350	-0.2300
3.320	1.17	-0.2360	-0.2400
3.340	1.18	-0.2380	-0.2400
3.360	1.18	-0.2390	-0.2400
3.380	1.20	-0.2410	-0.2400
3.400	1.21	-0.2420	-0.2400
3.420	1.22	-0.2440	-0.2400
3.440	1.22	-0.2450	-0.2500
3.460	1.23	-0.2470	-0.2500
3.480	1.24	-0.2480	-0.2500
3.500	1.25	-0.2500	-0.2500
3.520	1.26	-0.2530	-0.2500
3.540	1.27	-0.2550	-0.2500
3.560	1.28	-0.2560	-0.2600
3.580	1.29	-0.2580	-0.2600
3.600	1.30	-0.2590	-0.2600
3.620	1.31	-0.2610	-0.2600
3.640	1.32	-0.2620	-0.2600
3.660	1.32	-0.2640	-0.2600
3.680	1.33	-0.2650	-0.2700
3.700	1.34	-0.2670	-0.2700
3.720	1.35	-0.2700	-0.2700
3.740	1.36	-0.2710	-0.2700
3.760	1.37	-0.2730	-0.2700
3.780	1.38	-0.2740	-0.2700
3.800	1.38	-0.2760	-0.2800
3.820	1.40	-0.2770	-0.2800
3.840	1.41	-0.2790	-0.2800
3.860	1.42	-0.2800	-0.2800
3.880	1.43	-0.2820	-0.2800
3.900	1.44	-0.2840	-0.2800
3.920	1.44	-0.2850	-0.2900
3.940	1.45	-0.2880	-0.2900
3.960	1.46	-0.2900	-0.2900
3.980	1.47	-0.2910	-0.2900
4.000	1.48	-0.2930	-0.2900
4.020	1.49	-0.2940	-0.2900
4.040	1.50	-0.2960	-0.3000
4.060	1.51	-0.2970	-0.3000
4.080	1.52	-0.2990	-0.3000
4.100	1.53	-0.3000	-0.3000
4.120	1.53	-0.3020	-0.3000
4.140	1.54	-0.3050	-0.3000
4.160	1.55	-0.3060	-0.3100
4.180	1.56	-0.3080	-0.3100
4.200	1.57	-0.3090	-0.3100
4.220	1.58	-0.3110	-0.3100
4.240	1.59	-0.3130	-0.3100
4.260	1.60	-0.3140	-0.3100
4.280	1.61	-0.3160	-0.3200
4.300	1.62	-0.3170	-0.3200
4.320	1.63	-0.3190	-0.3200
4.340	1.63	-0.3200	-0.3200
4.360	1.64	-0.3230	-0.3200
4.380	1.65	-0.3250	-0.3200
4.400	1.66	-0.3260	-0.3300
4.420	1.67	-0.3280	-0.3300
4.440	1.68	-0.3290	-0.3300
4.460	1.68	-0.3310	-0.3300
4.480	1.69	-0.3320	-0.3300
4.500	1.70	-0.3340	-0.3300
4.520	1.71	-0.3350	-0.3400
4.540	1.72	-0.3370	-0.3400
4.560	1.73	-0.3400	-0.3400
4.580	1.74	-0.3410	-0.3400
4.600	1.75	-0.3430	-0.3400
4.620	1.76	-0.3450	-0.3400
4.640	1.77	-0.3460	-0.3500
4.660	1.78	-0.3480	-0.3500
4.680	1.79	-0.3490	-0.3500
4.700	1.79	-0.3510	-0.3500
4.720	1.80	-0.3520	-0.3500
4.740	1.81	-0.3540	-0.3500
4.760	1.82	-0.3550	-0.3600
4.780	1.83	-0.3570	-0.3600
4.800	1.84	-0.3600	-0.3600
4.820	1.85	-0.3610	-0.3600
4.840	1.86	-0.3630	-0.3600
4.860	1.87	-0.3640	-0.3600
4.880	1.87	-0.3660	-0.3700
4.900	1.88	-0.3670	-0.3700
4.920	1.89	-0.3690	-0.3700
4.940	1.90	-0.3700	-0.3700
4.960	1.91	-0.3720	-0.3700
4.980	1.92	-0.3730	-0.3700
5.000	1.93	-0.3770	-0.3800
5.020	1.94	-0.3780	-0.3800
5.040	1.95	-0.3800	-0.3800
5.060	1.95	-0.3810	-0.3800
5.080	1.96	-0.3830	-0.3800
5.100	1.97	-0.3840	-0.3800
5.120	1.98	-0.3860	-0.3900
5.140	1.99	-0.3870	-0.3900
5.160	2.00	-0.3890	-0.3900
5.180	2.00	-0.3900	-0.3900
5.200	2.01	-0.3920	-0.3900
5.220	2.02	-0.3950	-0.3900
5.240	2.03	-0.3960	-0.4000
5.260	2.04	-0.3980	-0.4000
5.280	2.05	-0.3990	-0.4000
5.300	2.05	-0.4010	-0.4000
5.320	2.06	-0.4020	-0.4000
5.340	2.07	-0.4040	-0.4000
5.360	2.08	-0.4050	-0.4100
5.380	2.09	-0.4070	-0.4100
5.400	2.10	-0.4100	-0.4100
5.420	2.11	-0.4120	-0.4100
5.440	2.12	-0.4130	-0.4100
5.460	2.13	-0.4150	-0.4100
5.480	2.13	-0.4160	-0.4200
5.500	2.14	-0.4180	-0.4200
5.520	2.15	-0.4190	-0.4200
5.540	2.16	-0.4210	-0.4200
5.560	2.17	-0.4220	-0.4200
5.580	2.18	-0.4240	-0.4200
5.600	2.18	-0.4250	-0.4300
5.620	2.19	-0.4270	-0.4300
5.640	2.20	-0.4300	-0.4300
5.660	2.21	-0.4310	-0.4300
5.680	2.22	-0.4330	-0.4300
5.700	2.23	-0.4340	-0.4300
5.720	2.24	-0.4360	-0.4400
5.740	2.25	-0.4380	-0.4400
5.760	2.25	-0.4390	-0.4400
5.780	2.26	-0.4410	-0.4400
5.800	2.27	-0.4420	-0.4400
5.820	2.28	-0.4440	-0.4400
5.840	2.29	-0.4470	-0.4500
5.860	2.29	-0.4480	-0.4500
5.880	2.30	-0.4500	-0.4500
5.900	2.31	-0.4510	-0.4500
5.920	2.32	-0.4530	-0.4500
5.940	2.32	-0.4540	-0.4500
5.960	2.34	-0.4560	-0.4600
5.980	2.35	-0.4570	-0.4600
6.000	2.35	-0.4590	-0.4600
6.020	2.36	-0.4600	-0.4600
6.040	2.37	-0.4620	-0.4600
6.060	2.38	-0.4650	-0.4600
6.080	2.39	-0.4660	-0.4700
6.100	2.40	-0.4680	-0.4700
6.120	2.40	-0.4700	-0.4700
6.140	2.40	-0.4710	-0.4700
6.160	2.42	-0.4730	-0.4700
6.180	2.43	-0.4740	-0.4700
6.200	2.44	-0.4760	-0.4800
6.220	2.44	-0.4770	-0.4800
6.240	2.45	-0.4790	-0.4800
6.260	2.46	-0.4820	-0.4800
6.280	2.47	-0.4830	-0.4800
6.300	2.48	-0.4850	-0.4800
6.320	2.49	-0.4860	-0.4900
6.340	2.50	-0.4880	-0.4900
6.360	2.51	-0.4890	-0.4900
6.380	2.51	-0.4910	-0.4900
6.400	2.52	-0.4920	-0.4900
6.420	2.53	-0.4940	-0.4900
6.440	2.54	-0.4950	-0.5000
6.460	2.55	-0.4970	-0.5000
6.480	2.55	-0.4980	-0.5000
6.500	2.56	-0.5020	-0.5000
6.520	2.57	-0.5030	-0.5000
6.540	2.57	-0.5050	-0.5000
6.560	2.58	-0.5060	-0.5100
6.580	2.59	-0.5080	-0.5100
6.600	2.60	-0.5090	-0.5100
6.620	2.61	-0.5110	-0.5100
6.640	2.62	-0.5120	-0.5100
6.660	2.63	-0.5140	-0.5100
6.680	2.64	-0.5150	-0.5200
6.700	2.64	-0.5180	-0.5200
6.720	2.65	-0.5200	-0.5200
6.740	2.66	-0.5210	-0.5200
6.760	2.67	-0.5230	-0.5200
6.780	2.68	-0.5240	-0.5200
6.800	2.68	-0.5260	-0.5300
6.820	2.69	-0.5270	-0.5300
6.840	2.70	-0.5290	-0.5300
6.860	2.71	-0.5300	-0.5300
6.880	2.72	-0.5320	-0.5300
6.900	2.72	-0.5350	-0.5400
6.920	2.73	-0.5370	-0.5400
6.940	2.74	-0.5380	-0.5400
6.960	2.74	-0.5400	-0.5400
6.980	2.75	-0.5410	-0.5400
7.000	2.76	-0.5430	-0.5400
7.020	2.77	-0.5440	-0.5400
7.040	2.78	-0.5460	-0.5500
7.060	2.79	-0.5470	-0.5500
7.080	2.79	-0.5490	-0.5500
7.100	2.80	-0.5500	-0.5500
7.120	2.81	-0.5530	-0.5500
7.140	2.82	-0.5550	-0.5500
7.160	2.83	-0.5560	-0.5600
7.180	2.84	-0.5580	-0.5600
7.200	2.84	-0.5590	-0.5600
7.220	2.85	-0.5610	-0.5600
7.240	2.86	-0.5630	-0.5600
7.260	2.86	-0.5640	-0.5600
7.280	2.87	-0.5660	-0.5700
7.300	2.88	-0.5670	-0.5700
7.320	2.89	-0.5700	-0.5700
7.340	2.90	-0.5720	-0.5700
7.360	2.90	-0.5730	-0.5700
7.380	2.91	-0.5750	-0.5700
7.400	2.92	-0.5760	-0.5800
7.420	2.93	-0.5780	-0.5800
7.440	2.94	-0.5790	-0.5800
7.460	2.94	-0.5810	-0.5800
7.480	2.95	-0.5820	-0.5800
7.500	2.96	-0.5840	-0.5800
7.520	2.97	-0.5850	-0.5900
7.540	2.97	-0.5870	-0.5900
7.560	2.98	-0.5900	-0.5900
7.580	2.99	-0.5910	-0.5900
7.600	3.00	-0.5930	-0.5900
7.620	3.00	-0.5950	-0.5900
7.640	3.01	-0.5960	-0.6000
7.660	3.02	-0.5980	-0.6000
7.680	3.03	-0.5990	-0.6000
7.700	3.04	-0.6010	-0.6000
7.720	3.05	-0.6020	-0.6000
7.740	3.05	-0.6050	-0.6100
7.760	3.06	-0.6070	-0.6100
7.780	3.07	-0.6080	-0.6100
7.800	3.08	-0.6100	-0.6100
7.820	3.08	-0.6110	-0.6100
7.840	3.09	-0.6130	-0.6100
7.860	3.10	-0.6140	-0.6100
7.880	3.11	-0.6160	-0.6200
7.900	3.11	-0.6170	-0.6200
7.920	3.12	-0.6190	-0.6200
7.940	3.13	-0.6200	-0.6200
7.960	3.13	-0.6220	-0.6200
7.980	3.14	-0.6230	-0.6200
8.000	3.15	-0.6270	-0.6300
8.020	3.16	-0.6280	-0.6300
8.040	3.16	-0.6300	-0.6300
8.060	3.17	-0.6310	-0.6300
8.080	3.18	-0.6330	-0.6300
8.100	3.19	-0.6340	-0.6300
8.120	3.20	-0.6360	-0.6400
8.140	3.20	-0.6370	-0.6400
8.160	3.21	-0.6390	-0.6400
8.180	3.22	-0.6420	-0.6400
8.200	3.22	-0.6430	-0.6400
8.220	3.23	-0.6450	-0.6400
8.240	3.24	-0.6460	-0.6500
8.260	3.25	-0.6480	-0.6500
8.280	3.26	-0.6490	-0.6500
8.300	3.26	-0.6510	-0.6500
8.320	3.27	-0.6520	-0.6500
8.340	3.28	-0.6540	-0.6500
8.360	3.28	-0.6550	-0.6600
8.380	3.29	-0.6570	-0.6600
8.400	3.30	-0.6590	-0.6600
8.420	3.30	-0.6620	-0.6600
8.440	3.31	-0.6630	-0.6600
8.460	3.32	-0.6650	-0.6600
8.480	3.33	-0.6660	-0.6700
8.500	3.33	-0.6680	-0.6700
8.520	3.34	-0.6690	-0.6700
8.540	3.35	-0.6710	-0.6700
8.560	3.36	-0.6720	-0.6700
8.580	3.36	-0.6740	-0.6700
8.600	3.37	-0.6750	-0.6800
8.620	3.38	-0.6780	-0.6800
8.640	3.39	-0.6800	-0.6800
8.660	3.40	-0.6810	-0.6800
8.680	3.40	-0.6830	-0.6800
8.700	3.41	-0.6840	-0.6800
8.720	3.41	-0.6860	-0.6900
8.740	3.42	-0.6880	-0.6900
8.760	3.43	-0.6890	-0.6900
8.780	3.43	-0.6910	-0.6900
8.800	3.44	-0.6920	-0.6900
8.820	3.44	-0.6950	-0.7000
8.840	3.46	-0.6970	-0.7000
8.860	3.46	-0.6980	-0.7000
8.880	3.47	-0.7000	-0.7000
8.900	3.48	-0.7010	-0.7000
8.920	3.49	-0.7030	-0.7000
8.942	3.49	-0.7040	-0.7000
8.962	3.50	-0.7060	-0.7100
8.982	3.51	-0.7070	-0.7100
9.002	3.51	-0.7090	-0.7100
9.022	3.52	-0.7120	-0.7100
9.042	3.53	-0.7130	-0.7100
9.062	3.54	-0.7150	-0.7100
9.082	3.54	-0.7160	-0.7200
9.102	3.55	-0.7180	-0.7200
9.122	3.56	-0.7200	-0.7200
9.142	3.56	-0.7210	-0.7200
9.162	3.57	-0.7230	-0.7200
9.182	3.58	-0.7240	-0.7200
9.202	3.58	-0.7260	-0.7300
9.222	3.59	-0.7290	-0.7300
9.242	3.60	-0.7300	-0.7300
9.262	3.60	-0.7320	-0.7300
9.282	3.61	-0.7330	-0.7300
9.302	3.62	-0.7350	-0.7300
9.322	3.62	-0.7360	-0.7400
9.342	3.63	-0.7380	-0.7400
9.362	3.64	-0.7390	-0.7400
9.382	3.64	-0.7410	-0.7400
9.402	3.65	-0.7420	-0.7400
9.422	3.66	-0.7440	-0.7400
9.442	3.67	-0.7450	-0.7500
9.462	3.67	-0.7480	-0.7500
9.482	3.68	-0.7500	-0.7500
9.502	3.68	-0.7520	-0.7500
9.522	3.69	-0.7530	-0.7500
9.542	3.70	-0.7550	-0.7500
9.562	3.71	-0.7560	-0.7600
9.582	3.71	-0.7580	-0.7600
9.602	3.71	-0.7590	-0.7600
9.622	3.73	-0.7610	-0.7600
9.642	3.73	-0.7620	-0.7600
9.662	3.74	-0.7650	-0.7700
9.682	3.75	-0.7670	-0.7700
9.702	3.75	-0.7680	-0.7700
9.722	3.76	-0.7700	-0.7700
9.742	3.77	-0.7710	-0.7700
9.762	3.77	-0.7730	-0.7700
9.782	3.78	-0.7740	-0.7700
9.802	3.79	-0.7760	-0.7800
9.822	3.79	-0.7770	-0.7800
9.842	3.80	-0.7790	-0.7800
9.862	3.81	-0.7800	-0.7800
9.882	3.81	-0.7840	-0.7800
9.902	3.82	-0.7850	-0.7900
9.922	3.82	-0.7870	-0.7900
9.942	3.83	-0.7880	-0.7900
9.962	3.84	-0.7900	-0.7900
9.982	3.85	-0.7910	-0.7900
10.002	3.85	-0.7930	-0.7900
10.022	3.86	-0.7940	-0.7900
10.042	3.87	-0.7960	-0.8000
10.062	3.87	-0.7970	-0.8000
10.082	3.88	-0.7990	-0.8000
10.102	3.89	-0.8020	-0.8000
10.122	3.89	-0.8030	-0.8000
10.142	3.90	-0.8050	-0.8000
10.162	3.90	-0.8060	-0.8100
10.182	3.91	-0.8080	-0.8100
10.202	3.92	-0.8090	-0.8100
10.222	3.93	-0.8110	-0.8100
10.242	3.93	-0.8130	-0.8100
10.262	3.94	-0.8140	-0.8100
10.282	3.94	-0.8160	-0.8200
10.302	3.95	-0.8170	-0.8200
10.322	3.96	-0.8200	-0.8200
10.342	3.96	-0.8220	-0.8200
10.362	3.96	-0.8230	-0.8200
10.382	3.97	-0.8250	-0.8200
10.402	3.98	-0.8260	-0.8300
10.422	3.98	-0.8280	-0.8300
10.442	3.99	-0.8290	-0.8300
10.462	4.00	-0.8310	-0.8300
10.482	4.00	-0.8320	-0.8300
10.502	4.00	-0.8340	-0.8300
10.522	4.02	-0.8370	-0.8400
10.542	4.02	-0.8380	-0.8400
10.562	4.03	-0.8400	-0.8400
10.582	4.04	-0.8410	-0.8400
10.602	4.04	-0.8430	-0.8400
10.622	4.05	-0.8450	-0.8400
10.642	4.06	-0.8460	-0.8500
10.662	4.06	-0.8480	-0.8500
10.682	4.07	-0.8490	-0.8500
10.702	4.07	-0.8510	-0.8500
10.722	4.08	-0.8540	-0.8500
10.742	4.08	-0.8550	-0.8600
10.762	4.09	-0.8570	-0.8600
10.782	4.09	-0.8580	-0.8600
10.802	4.10	-0.8600	-0.8600
10.822	4.11	-0.8610	-0.8600
10.842	4.12	-0.8630	-0.8600
10.862	4.12	-0.8640	-0.8600
10.882	4.13	-0.8660	-0.8700
10.902	4.14	-0.8670	-0.8700
10.922	4.14	-0.8690	-0.8700
10.942	4.15	-0.8720	-0.8700
10.962	4.16	-0.8730	-0.8700
10.982	4.16	-0.8750	-0.8800
11.002	4.17	-0.8770	-0.8800
11.022	4.17	-0.8780	-0.8800
11.042	4.18	-0.8800	-0.8800
11.062	4.18	-0.8810	-0.8800
11.082	4.19	-0.8830	-0.8800
11.102	4.20	-0.8840	-0.8800
11.122	4.21	-0.8860	-0.8900
11.142	4.21	-0.8870	-0.8900
11.162	4.22	-0.8900	-0.8900
11.182	4.23	-0.8920	-0.8900
11.202	4.23	-0.8930	-0.8900
11.222	4.24	-0.8950	-0.8900
11.242	4.24	-0.8960	-0.9000
11.262	4.25	-0.8980	-0.9000
11.282	4.26	-0.8990	-0.9000
11.302	4.26	-0.9010	-0.9000
11.322	4.26	-0.9020	-0.9000
11.342	4.27	-0.9040	-0.9000
11.362	4.28	-0.9050	-0.9100
11.382	4.28	-0.9070	-0.9100
11.402	4.29	-0.9100	-0.9100
11.422	4.29	-0.9120	-0.9100
11.442	4.31	-0.9130	-0.9100
11.462	4.31	-0.9150	-0.9100
11.482	4.32	-0.9160	-0.9200
11.502	4.32	-0.9180	-0.9200
11.522	4.33	-0.9190	-0.9200
11.542	4.33	-0.9210	-0.9200
11.562	4.34	-0.9220	-0.9200
11.582	4.34	-0.9250	-0.9300
11.602	4.35	-0.9270	-0.9300
11.622	4.36	-0.9280	-0.9300
11.642	4.37	-0.9300	-0.9300
11.662	4.37	-0.9310	-0.9300
11.682	4.37	-0.9330	-0.9300
11.702	4.38	-0.9340	-0.9300
11.722	4.38	-0.9360	-0.9400
11.742	4.39	-0.9380	-0.9400
11.762	4.40	-0.9390	-0.9400
11.782	4.41	-0.9410	-0.9400
11.802	4.41	-0.9420	-0.9400
11.822	4.42	-0.9450	-0.9500
11.842	4.42	-0.9470	-0.9500
11.862	4.43	-0.9480	-0.9500
11.882	4.44	-0.9500	-0.9500
11.902	4.44	-0.9510	-0.9500
11.922	4.44	-0.9530	-0.9500
11.942	4.45	-0.9540	-0.9500
11.962	4.46	-0.9560	-0.9600
11.982	4.46	-0.9570	-0.9600
12.002	4.47	-0.9590	-0.9600
12.022	4.47	-0.9600	-0.9600
12.042	4.48	-0.9630	-0.9600
12.062	4.49	-0.9650	-0.9600
12.082	4.50	-0.9660	-0.9700
12.102	4.50	-0.9680	-0.9700
12.122	4.50	-0.9700	-0.9700
12.142	4.51	-0.9710	-0.9700
12.162	4.52	-0.9730	-0.9700
12.182	4.52	-0.9740	-0.9700
12.202	4.53	-0.9760	-0.9800
12.222	4.53	-0.9770	-0.9800
12.242	4.54	-0.9790	-0.9800
12.262	4.54	-0.9820	-0.9800
12.282	4.55	-0.9830	-0.9800
12.302	4.55	-0.9850	-0.9800
12.322	4.57	-0.9860	-0.9900
12.342	4.57	-0.9880	-0.9900
12.362	4.58	-0.9890	-0.9900
12.382	4.58	-0.9910	-0.9900
12.402	4.59	-0.9920	-0.9900
12.422	4.59	-0.9940	-0.9900
12.442	4.60	-0.9950	-1.0000
12.462	4.60	-0.9980	-1.0000
12.482	4.61	-1.0000	-1.0000
12.502	4.61	-1.0020	-1.0000
12.522	4.62	-1.0030	-1.0000
12.542	4.63	-1.0050	-1.0000
12.562	4.63	-1.0060	-1.0100
12.582	4.63	-1.0080	-1.0100
12.602	4.63	-1.0090	-1.0100
12.622	4.65	-1.0110	-1.0100
12.642	4.66	-1.0120	-1.0100
12.662	4.66	-1.0140	-1.0100
12.682	4.67	-1.0170	-1.0200
12.702	4.67	-1.0180	-1.0200
12.722	4.67	-1.0200	-1.0200
12.742	4.68	-1.0210	-1.0200
12.762	4.68	-1.0230	-1.0200
12.782	4.69	-1.0240	-1.0200
12.802	4.70	-1.0260	-1.0300
12.822	4.71	-1.0270	-1.0300
12.842	4.71	-1.0290	-1.0300
12.862	4.72	-1.0300	-1.0300
12.882	4.72	-1.0340	-1.0300
12.902	4.73	-1.0350	-1.0400
12.922	4.73	-1.0370	-1.0400
12.942	4.74	-1.0380	-1.0400
12.962	4.74	-1.0400	-1.0400
12.982	4.74	-1.0410	-1.0400
13.002	4.75	-1.0430	-1.0400
13.022	4.76	-1.0440	-1.0400
13.042	4.76	-1.0460	-1.0500
13.062	4.77	-1.0470	-1.0500
13.082	4.78	-1.0490	-1.0500
13.102	4.78	-1.0520	-1.0500
13.122	4.78	-1.0530	-1.0500
13.142	4.79	-1.0550	-1.0500
13.162	4.80	-1.0560	-1.0600
13.182	4.80	-1.0580	-1.0600
13.202	4.80	-1.0590	-1.0600
13.222	4.81	-1.0610	-1.0600
13.242	4.81	-1.0630	-1.0600
13.262	4.83	-1.0640	-1.0600
13.282	4.83	-1.0660	-1.0700
13.302	4.83	-1.0690	-1.0700
13.322	4.84	-1.0700	-1.0700
13.342	4.84	-1.0720	-1.0700
13.362	4.85	-1.0730	-1.0700
13.382	4.85	-1.0750	-1.0700
13.402	4.86	-1.0760	-1.0800
13.422	4.87	-1.0780	-1.0800
13.442	4.87	-1.0790	-1.0800
13.462	4.87	-1.0810	-1.0800
13.482	4.87	-1.0820	-1.0800
13.502	4.89	-1.0840	-1.0800
13.522	4.89	-1.0850	-1.0900
13.542	4.90	-1.0880	-1.0900
13.562	4.90	-1.0900	-1.0900
